         1485917 function calls (1462274 primitive calls) in 83.220 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        7    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
        7    0.000    0.000    0.000    0.000 npyio.py:1314(WriteWrap)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3462(__init__)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4439(__str__)
       44    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1564(EllipseCollection)
        1    0.000    0.000    0.000    0.000 logger.py:139(AstropyLogger)
       12    0.000    0.000    0.000    0.000 generic.py:309(p_unit_expression)
        2    0.000    0.000    0.000    0.000 misc.py:38(override__dir__)
      179    0.000    0.000    0.000    0.000 constant.py:179(system)
      154    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       34    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        7    0.000    0.000    0.000    0.000 numerictypes.py:365(issubdtype)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6825(<genexpr>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _numpy_fft.py:54(<module>)
        2    0.000    0.000    0.000    0.000 core.py:6448(__init__)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:152(_property)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2336(streamline)
        1    0.000    0.000    0.000    0.000 collections.py:25(Collection)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1365(AnnotationBbox)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 formlayout.py:55(ColorButton)
        1    0.000    0.000    0.000    0.000 runner.py:279(TestRunner)
        8    0.000    0.000    0.000    0.000 generic.py:149(t_UNIT)
       14    0.000    0.000    0.000    0.000 converters.py:163(<listcomp>)
        1    0.000    0.000    0.000    0.000 converters.py:3(<module>)
        1    0.000    0.000    0.000    0.000 writer.py:38(XMLWriter)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        3    0.000    0.000    0.000    0.000 tokenize.py:380(find_cookie)
        8    0.000    0.000    0.000    0.000 __init__.py:390(_logged_cached)
       24    0.000    0.000    0.000    0.000 copy.py:236(_deepcopy_dict)
        2    0.000    0.000    0.000    0.000 __init__.py:18(_get_running_interactive_framework)
        1    0.000    0.000    0.000    0.000 tz.py:1464(__get_gettz)
        1    0.000    0.000    0.000    0.000 geo.py:319(HammerAxes)
       44    0.000    0.000    0.000    0.000 configobj.py:550(__getitem__)
        5    0.000    0.000    0.000    0.000 core.py:901(<lambda>)
       14    0.000    0.000    0.000    0.000 core.py:1253(<lambda>)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
        1    0.000    0.000    0.000    0.000 erfa.py:3(<module>)
       50    0.000    0.000    0.000    0.000 yacc.py:240(__getitem__)
       14    0.000    0.000    0.000    0.000 lex.py:533(_statetoken)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
        8    0.000    0.000    0.000    0.000 nonlin.py:219(_set_doc)
        9    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 os.py:681(__setitem__)
       98    0.000    0.000    0.000    0.000 numerictypes.py:587(<listcomp>)
        7    0.000    0.000    0.000    0.000 numerictypes.py:654(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1000(__init__)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_families)
        3    0.000    0.000    0.000    0.000 pyparsing.py:4727(__init__)
        1    0.000    0.000    0.000    0.000 pyplot.py:1801(colormaps)
       89    0.000    0.000    0.000    0.000 docstring.py:98(do_copy)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2436(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 _parser.py:574(parser)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
       24    0.000    0.000    0.000    0.000 column.py:605(unit)
        2    0.000    0.000    0.000    0.000 core.py:761(__ne__)
        1    0.000    0.000    0.000    0.000 __init__.py:193(<listcomp>)
       11    0.000    0.000    0.000    0.000 decorator.py:177(<listcomp>)
       40    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 os.py:687(__delitem__)
       10    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        1    0.000    0.000    0.000    0.000 pathlib.py:118(_WindowsFlavour)
        2    0.000    0.000    0.000    0.000 pathlib.py:900(__truediv__)
        1    0.000    0.000    0.000    0.000 pathlib.py:604(PurePath)
       77    0.000    0.000    0.000    0.000 overrides.py:104(decorator)
       77    0.000    0.000    0.000    0.000 overrides.py:93(set_module)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
       23    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
       28    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        8    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
       51    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.000    0.000 patches.py:4332(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 image.py:180(_ImageBase)
        1    0.000    0.000    0.000    0.000 geo.py:368(MollweideAxes)
       11    0.000    0.000    0.000    0.000 configobj.py:510(_initialise)
        6    0.000    0.000    0.000    0.000 core.py:616(_normalize_equivalencies)
        8    0.000    0.000    0.000    0.000 generic.py:320(p_unit_with_power)
        1    0.000    0.000    0.000    0.000 process.py:341(__init__)
        1    0.000    0.000    0.000    0.000 sorted_array.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 doccer.py:135(_doc)
        2    0.000    0.000    0.000    0.000 doccer.py:159(_doc)
        1    0.000    0.000    0.000    0.000 __init__.py:245(<listcomp>)
       91    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
      104    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        9    0.000    0.000    0.000    0.000 pathlib.py:703(__fspath__)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        1    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2219(suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6323(Japanese)
       19    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
        1    0.000    0.000    0.000    0.000 core.py:218(reload_library)
       10    0.000    0.000    0.000    0.000 decorators.py:275(deprecated_renamed_argument)
       24    0.000    0.000    0.000    0.000 decorators.py:628(__new__)
        1    0.000    0.000    0.000    0.000 fractions.py:374(forward)
        1    0.000    0.000    0.000    0.000 yacc.py:2026(bind_callables)
        2    0.000    0.000    0.000    0.000 _strptime.py:37(_getlang)
        1    0.000    0.000    0.000    0.000 ucd.py:4(<module>)
       14    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2694(__new__)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:27(__init__)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rk.py:262(RK45)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       72    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       56    0.000    0.000    0.000    0.000 enum.py:628(value)
       14    0.000    0.000    0.000    0.000 enum.py:907(_power_of_two)
       44    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        3    0.000    0.000    0.000    0.000 pathlib.py:365(gethomedir)
        2    0.000    0.000    0.000    0.000 pathlib.py:687(_make_child)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
       82    0.000    0.000    0.000    0.000 utils.py:70(__init__)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1614(Polynomial)
      158    0.000    0.000    0.000    0.000 pyparsing.py:3692(<genexpr>)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:19(Patch)
        1    0.000    0.000    0.000    0.000 Image.py:2962(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 quiver.py:414(Quiver)
        1    0.000    0.000    0.000    0.000 configuration.py:160(ConfigItem)
        8    0.000    0.000    0.000    0.000 generic.py:440(_get_unit)
        1    0.000    0.000    0.000    0.000 orbits.py:8(Thiele_Innes_from_Campbell)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _multivariate.py:188(__init__)
       42    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:758(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1145(__init__)
      2/1    0.000    0.000    0.000    0.000 deprecation.py:248(wrapper)
        5    0.000    0.000    0.000    0.000 rcsetup.py:312(__call__)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 configobj.py:1326(_initialise)
        4    0.000    0.000    0.000    0.000 fractions.py:219(limit_denominator)
        2    0.000    0.000    0.000    0.000 table.py:1906(remove_column)
       32    0.000    0.000    0.000    0.000 registry.py:256(register_writer)
        1    0.000    0.000    0.000    0.000 collections.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rk.py:173(RK23)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:193(norm_gen)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        7    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6783(numeric_type_aliases)
        2    0.000    0.000    0.000    0.000 __init__.py:842(createLock)
       40    0.000    0.000    0.000    0.000 inspect.py:238(isframe)
        1    0.000    0.000    0.000    0.000 ssl.py:372(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:379(SSLContext)
        3    0.000    0.000    0.000    0.000 rcsetup.py:268(validate_toolbar)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1512(postParse)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1653(clear)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3358(__init__)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 core.py:157(iter_user_libraries)
        1    0.000    0.000    0.000    0.000 core.py:164(update_user_library)
        1    0.000    0.000    0.000    0.000 _parser.py:1363(_result)
        1    0.000    0.000    0.000    0.000 axis.py:38(Tick)
       14    0.000    0.000    0.000    0.000 table.py:1223(__getitem__)
       45    0.000    0.000    0.000    0.000 registry.py:172(<genexpr>)
        1    0.000    0.000    0.000    0.000 compressed.py:375(CompImageHDU)
        1    0.000    0.000    0.000    0.000 hdf5.py:380(register_hdf5)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
       13    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        1    0.000    0.000    0.000    0.000 base.py:64(spmatrix)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_ip.py:3(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
